filename,label
LA_T_5261295.png,0
LA_T_8386695.png,0
LA_T_2871588.png,0
LA_T_8838550.png,0
LA_T_3792662.png,0
LA_T_8381424.png,0
LA_T_3244623.png,0
LA_T_4610487.png,0
LA_T_8993280.png,0
LA_T_1576099.png,0
LA_T_2509876.png,0
LA_T_8015045.png,0
LA_T_5271335.png,0
LA_T_1073026.png,0
LA_T_5395212.png,0
LA_T_1810658.png,0
LA_T_5945601.png,0
LA_T_6989415.png,0
LA_T_7009475.png,0
LA_T_8805503.png,0
LA_T_3375947.png,0
LA_T_3814331.png,0
LA_T_1148993.png,0
LA_T_2242885.png,0
LA_T_3259321.png,0
LA_T_9432231.png,0
LA_T_6313186.png,0
LA_T_4314935.png,0
LA_T_9937766.png,0
LA_T_3508076.png,0
LA_T_3824878.png,0
LA_T_4061017.png,0
LA_T_6389742.png,0
LA_T_8569900.png,0
LA_T_2902715.png,0
LA_T_8083854.png,0
LA_T_3678157.png,0
LA_T_5502171.png,0
LA_T_8628904.png,0
LA_T_8075784.png,0
LA_T_6795698.png,0
LA_T_2800339.png,0
LA_T_4676617.png,0
LA_T_3756510.png,0
LA_T_5290840.png,0
LA_T_4264183.png,0
LA_T_9089817.png,0
LA_T_3746860.png,0
LA_T_1873319.png,0
LA_T_4111439.png,0
LA_T_5484856.png,0
LA_T_7490274.png,0
LA_T_8881736.png,0
LA_T_5044066.png,0
LA_T_6384037.png,0
LA_T_1199190.png,0
LA_T_5294674.png,0
LA_T_8803962.png,0
LA_T_6479618.png,0
LA_T_3072152.png,0
LA_T_4956182.png,0
LA_T_5940459.png,0
LA_T_2137924.png,0
LA_T_9635791.png,0
LA_T_3658320.png,0
LA_T_9294004.png,0
LA_T_9939582.png,0
LA_T_7017255.png,0
LA_T_2953953.png,0
LA_T_2024918.png,0
LA_T_8500093.png,0
LA_T_8816430.png,0
LA_T_3587437.png,0
LA_T_4689153.png,0
LA_T_7974928.png,0
LA_T_8945470.png,0
LA_T_1525726.png,0
LA_T_4928906.png,0
LA_T_7359348.png,0
LA_T_2455978.png,0
LA_T_5496591.png,0
LA_T_2397784.png,0
LA_T_5279092.png,0
LA_T_8782990.png,0
LA_T_5702834.png,0
LA_T_5025983.png,0
LA_T_1556439.png,0
LA_T_8654109.png,0
LA_T_2651172.png,0
LA_T_4600654.png,0
LA_T_1239776.png,0
LA_T_1664424.png,0
LA_T_5464585.png,0
LA_T_7390214.png,0
LA_T_4574602.png,0
LA_T_4257554.png,0
LA_T_6264224.png,0
LA_T_2091529.png,0
LA_T_1627718.png,0
LA_T_2030594.png,0
LA_T_5726475.png,0
LA_T_5996382.png,0
LA_T_8557929.png,0
LA_T_5514714.png,0
LA_T_1262557.png,0
LA_T_4463927.png,0
LA_T_8400940.png,0
LA_T_9341387.png,0
LA_T_5106069.png,0
LA_T_6569399.png,0
LA_T_8966163.png,0
LA_T_2665839.png,0
LA_T_8641781.png,0
LA_T_2454540.png,0
LA_T_7577940.png,0
LA_T_4700142.png,0
LA_T_3369995.png,0
LA_T_8898160.png,0
LA_T_6502363.png,0
LA_T_4519471.png,0
LA_T_5857309.png,0
LA_T_1990953.png,0
LA_T_9074044.png,0
LA_T_5764577.png,0
LA_T_9077211.png,0
LA_T_6786072.png,0
LA_T_6972566.png,0
LA_T_7919139.png,0
LA_T_9657051.png,0
LA_T_1850257.png,0
LA_T_3775999.png,0
LA_T_2656568.png,0
LA_T_2521067.png,0
LA_T_6438893.png,0
LA_T_4761800.png,0
LA_T_4338962.png,0
LA_T_8492758.png,0
LA_T_4333756.png,0
LA_T_7119004.png,0
LA_T_5623024.png,0
LA_T_2906502.png,0
LA_T_7313972.png,0
LA_T_3848261.png,0
LA_T_7388937.png,0
LA_T_6523801.png,0
LA_T_2401003.png,0
LA_T_1887403.png,0
LA_T_9174242.png,0
LA_T_2000338.png,0
LA_T_6966137.png,0
LA_T_2960526.png,0
LA_T_7845695.png,0
LA_T_9666148.png,0
LA_T_2233888.png,0
LA_T_8027950.png,0
LA_T_3785559.png,0
LA_T_3061594.png,0
LA_T_6411013.png,0
LA_T_6576476.png,0
LA_T_4991288.png,0
LA_T_1334697.png,0
LA_T_2928786.png,0
LA_T_2066079.png,0
LA_T_8274020.png,0
LA_T_8968466.png,0
LA_T_2420013.png,0
LA_T_8239910.png,0
LA_T_6780647.png,0
LA_T_3355545.png,0
LA_T_1230457.png,0
LA_T_9886788.png,0
LA_T_7715421.png,0
LA_T_9241685.png,0
LA_T_4456064.png,0
LA_T_6872791.png,0
LA_T_8627792.png,0
LA_T_5112562.png,0
LA_T_7271735.png,0
LA_T_5219495.png,0
LA_T_5840380.png,0
LA_T_7664592.png,0
LA_T_5775878.png,0
LA_T_9321741.png,0
LA_T_9678934.png,0
LA_T_1442887.png,0
LA_T_2239049.png,0
LA_T_1592921.png,0
LA_T_6878999.png,0
LA_T_9348642.png,0
LA_T_3990600.png,0
LA_T_7913109.png,0
LA_T_7528257.png,0
LA_T_2619404.png,0
LA_T_5204939.png,0
LA_T_1958041.png,0
LA_T_1308292.png,0
LA_T_7668249.png,0
LA_T_4456978.png,0
LA_T_3099361.png,0
LA_T_7514008.png,0
LA_T_5155077.png,0
LA_T_9138672.png,0
LA_T_4025508.png,0
LA_T_4000361.png,0
LA_T_6944839.png,0
LA_T_5235172.png,0
LA_T_9237123.png,0
LA_T_7656347.png,0
LA_T_2248237.png,0
LA_T_7071387.png,0
LA_T_7265457.png,0
LA_T_7817756.png,0
LA_T_7847184.png,0
LA_T_2265802.png,0
LA_T_9789122.png,0
LA_T_7449353.png,0
LA_T_2527296.png,0
LA_T_7427268.png,0
LA_T_1726725.png,0
LA_T_8447020.png,0
LA_T_4147249.png,0
LA_T_1582499.png,0
LA_T_2800535.png,0
LA_T_5603861.png,0
LA_T_6706091.png,0
LA_T_2472370.png,0
LA_T_4847753.png,0
LA_T_6617227.png,0
LA_T_1283001.png,0
LA_T_3092337.png,0
LA_T_4905185.png,0
LA_T_2265797.png,0
LA_T_2469219.png,0
LA_T_4036584.png,0
LA_T_7875574.png,0
LA_T_5813845.png,0
LA_T_6181547.png,0
LA_T_1061562.png,0
LA_T_7725836.png,0
LA_T_1957524.png,0
LA_T_7332705.png,0
LA_T_3070376.png,0
LA_T_1610459.png,0
LA_T_5271380.png,0
LA_T_2628217.png,0
LA_T_4959938.png,0
LA_T_9767560.png,0
LA_T_9867149.png,0
LA_T_1512977.png,0
LA_T_6521714.png,0
LA_T_3836129.png,0
LA_T_6186817.png,0
LA_T_2602318.png,0
LA_T_1499313.png,0
LA_T_4164792.png,0
LA_T_2925606.png,0
LA_T_2038174.png,0
LA_T_5098776.png,0
LA_T_9878354.png,0
LA_T_2309977.png,0
LA_T_8396588.png,0
LA_T_3803418.png,0
LA_T_7151361.png,0
LA_T_1540528.png,0
LA_T_4955328.png,0
LA_T_8008627.png,0
LA_T_3808352.png,0
LA_T_4297997.png,0
LA_T_9202602.png,0
LA_T_2246661.png,0
LA_T_3494462.png,0
LA_T_6857553.png,0
LA_T_3379008.png,0
LA_T_4774135.png,0
LA_T_6766154.png,0
LA_T_7212209.png,0
LA_T_9855304.png,0
LA_T_6080642.png,0
LA_T_4284963.png,0
LA_T_3179221.png,0
LA_T_7096635.png,0
LA_T_9319292.png,0
LA_T_5706941.png,0
LA_T_7447717.png,0
LA_T_8510401.png,0
LA_T_4671878.png,0
